IDP_type	IDP	model_name	Spearman	Pearson	R2	is_kept
dMRI	IDP-25385	ridge	0.137616396592459	0.13988884024021	0.0195175882608205	TRUE
dMRI	IDP-25386	ridge	0.0793355021213192	0.07646760446588	0.00583906141748114	FALSE
dMRI	IDP-25387	ridge	0.0947023699423837	0.0884606367073627	0.00759726202484656	FALSE
dMRI	IDP-25388	ridge	0.155221165236095	0.162207523441771	0.026281716328228	TRUE
dMRI	IDP-25389	ridge	0.151621168259975	0.153846217822078	0.0235022050780855	TRUE
dMRI	IDP-25390	ridge	0.112494095821063	0.117067941843885	0.013690693515672	TRUE
dMRI	IDP-25391	ridge	0.0888085696707652	0.0925067345572698	0.00748501711677074	FALSE
dMRI	IDP-25392	ridge	0.128223241237613	0.131912377113816	0.0171019713277692	TRUE
dMRI	IDP-25393	ridge	0.12649022295731	0.127675472507067	0.0159276279459615	TRUE
dMRI	IDP-25394	ridge	0.14214385207688	0.147662585519594	0.0218008049370961	TRUE
dMRI	IDP-25395	ridge	0.124637289650022	0.125308674325964	0.015699188992137	TRUE
dMRI	IDP-25396	ridge	0.170015331555601	0.17662626821827	0.0311592485496214	TRUE
dMRI	IDP-25397	ridge	0.0812428670358852	0.077790625357808	0.00603930189094004	FALSE
dMRI	IDP-25398	ridge	0.0730745154073111	0.0761303658147961	0.00550400112013916	FALSE
dMRI	IDP-25399	ridge	0.0613544696723804	0.0640368498328846	0.00407251885138105	FALSE
dMRI	IDP-25400	ridge	0.0919814071720529	0.0970956994990898	0.00916489395384024	FALSE
dMRI	IDP-25401	ridge	0.0919340795112568	0.0957502235908998	0.00886506289258426	FALSE
dMRI	IDP-25402	ridge	0.131467510954681	0.131882616109803	0.0173582539624019	TRUE
dMRI	IDP-25403	ridge	0.119558259878516	0.117564337846969	0.0138103842478025	TRUE
dMRI	IDP-25404	ridge	0.152174407134926	0.158176384219148	0.0249578419043885	TRUE
dMRI	IDP-25405	ridge	0.158434976902194	0.163434050944144	0.0266991804455776	TRUE
dMRI	IDP-25406	ridge	0.147491376453578	0.152524872959229	0.0232200532424262	TRUE
dMRI	IDP-25407	ridge	0.1523712050697	0.157658669067794	0.0247463007094982	TRUE
dMRI	IDP-25408	ridge	0.131217462798583	0.135293929241485	0.0178460001756979	TRUE
dMRI	IDP-25409	ridge	0.16298135826175	0.168656064624263	0.0284445097256195	TRUE
dMRI	IDP-25410	ridge	0.154229829198304	0.161038058731182	0.0259055814664894	TRUE
dMRI	IDP-25411	ridge	0.151512501159737	0.156231899997833	0.0243159285832302	TRUE
dMRI	IDP-25412	ridge	0.141731105892234	0.145202586035146	0.0209288067918024	TRUE
dMRI	IDP-25413	ridge	0.11932646870045	0.12245980929898	0.0149356028178891	TRUE
dMRI	IDP-25414	ridge	0.141087590614262	0.148178957415136	0.0218699657654082	TRUE
dMRI	IDP-25415	ridge	0.126877006097829	0.129530349259171	0.0165915424351114	TRUE
dMRI	IDP-25416	ridge	0.129127765024826	0.132572165128926	0.0175493395869029	TRUE
dMRI	IDP-25417	ridge	0.120779627014729	0.124378902107995	0.0153238467570253	TRUE
dMRI	IDP-25418	ridge	0.143340484009041	0.143913563970824	0.0205182730782681	TRUE
dMRI	IDP-25419	ridge	0.123789600873056	0.128409340003544	0.0162914964241337	TRUE
dMRI	IDP-25420	ridge	0.0930263239619221	0.0961673929973036	0.00916690021356203	FALSE
dMRI	IDP-25421	ridge	0.0877919328063846	0.0887804811321054	0.0076216407634202	FALSE
dMRI	IDP-25422	ridge	0.111877374501093	0.116783965273984	0.0136294030270137	TRUE
dMRI	IDP-25423	ridge	0.101080978787385	0.105762984121054	0.011125331915491	TRUE
dMRI	IDP-25424	ridge	0.185851389792701	0.189560840821814	0.0355189265648361	TRUE
dMRI	IDP-25425	ridge	0.187804351987932	0.194309723998121	0.0377285858363335	TRUE
dMRI	IDP-25426	ridge	0.135717554077516	0.13404314258067	0.0179074293546491	TRUE
dMRI	IDP-25427	ridge	0.129784312201319	0.127511693440645	0.0161551816406851	TRUE
dMRI	IDP-25428	ridge	0.133298800171337	0.139680430698414	0.0194542709088137	TRUE
dMRI	IDP-25429	ridge	0.122313483920806	0.126884457744233	0.0159709241656496	TRUE
dMRI	IDP-25430	ridge	0.128391611907014	0.126598119775851	0.0159140412253304	TRUE
dMRI	IDP-25431	ridge	0.132088923744851	0.1300835476223	0.0168658698667545	TRUE
dMRI	IDP-25432	ridge	0.169923363735062	0.174471038824179	0.0303985655414492	TRUE
dMRI	IDP-25433	ridge	0.170097992394641	0.175071195117927	0.0306346251481117	TRUE
dMRI	IDP-25434	ridge	0.161462949437861	0.166498994479902	0.0277210639781519	TRUE
dMRI	IDP-25435	ridge	0.155650989519615	0.160326546347802	0.02567065316948	TRUE
dMRI	IDP-25436	ridge	0.166828785001445	0.173835727519792	0.0301747215160636	TRUE
dMRI	IDP-25437	ridge	0.177033497673224	0.180884410990786	0.0325623594318776	TRUE
dMRI	IDP-25438	ridge	0.0996129277791583	0.102331897887664	0.0103425076337965	FALSE
dMRI	IDP-25439	ridge	0.0827782556745732	0.0874530074994868	0.00694650445476586	FALSE
dMRI	IDP-25440	ridge	0.0747175921465436	0.0733085527960053	0.00525473408238086	FALSE
dMRI	IDP-25441	ridge	0.0977926196722159	0.0995296332205028	0.0097437464373854	FALSE
dMRI	IDP-25442	ridge	0.123827744878813	0.127611522208497	0.0161009678460876	TRUE
dMRI	IDP-25443	ridge	0.142390960685021	0.145539500818546	0.0210546148805996	TRUE
dMRI	IDP-25444	ridge	0.0858220653962371	0.0856470997601722	0.00664614191870672	FALSE
dMRI	IDP-25445	ridge	0.133033865160855	0.137129275209965	0.0183702409519688	TRUE
dMRI	IDP-25446	ridge	0.0460871220064757	0.0435167339852805	0.00185949584726453	FALSE
dMRI	IDP-25447	ridge	0.0421447674470177	0.040844079224947	0.00166232459631221	FALSE
dMRI	IDP-25448	ridge	0.0558417912197929	0.0578519664608046	0.00334584601800958	FALSE
dMRI	IDP-25449	ridge	0.0445242418074732	0.0434193050525854	0.00167514882187814	FALSE
dMRI	IDP-25450	ridge	0.0379540376219561	0.0377901809348941	0.00117410372121529	FALSE
dMRI	IDP-25451	ridge	0.0644680735809625	0.0668883515235511	0.00440869142894451	FALSE
dMRI	IDP-25452	ridge	0.110802832424934	0.113609610199397	0.0129049247295689	TRUE
dMRI	IDP-25453	ridge	0.0982560490766383	0.101925324888971	0.0102417033300819	FALSE
dMRI	IDP-25454	ridge	0.0306373378321995	0.0259000400150844	0.000549037280841325	FALSE
dMRI	IDP-25455	ridge	0.0265641982792085	0.0269687839580491	0.000727125144993845	FALSE
