ukb_field	n2018_id
25437	IDP_dMRI_TBSS_OD_Uncinate_fasciculus_L
25438	IDP_dMRI_TBSS_OD_Tapetum_R
25439	IDP_dMRI_TBSS_OD_Tapetum_L
25440	IDP_dMRI_TBSS_ISOVF_Middle_cerebellar_peduncle
25441	IDP_dMRI_TBSS_ISOVF_Pontine_crossing_tract
25442	IDP_dMRI_TBSS_ISOVF_Genu_of_corpus_callosum
25443	IDP_dMRI_TBSS_ISOVF_Body_of_corpus_callosum
25444	IDP_dMRI_TBSS_ISOVF_Splenium_of_corpus_callosum
25445	IDP_dMRI_TBSS_ISOVF_Fornix
25446	IDP_dMRI_TBSS_ISOVF_Corticospinal_tract_R
25447	IDP_dMRI_TBSS_ISOVF_Corticospinal_tract_L
25448	IDP_dMRI_TBSS_ISOVF_Medial_lemniscus_R
25449	IDP_dMRI_TBSS_ISOVF_Medial_lemniscus_L
25450	IDP_dMRI_TBSS_ISOVF_Inferior_cerebellar_peduncle_R
25451	IDP_dMRI_TBSS_ISOVF_Inferior_cerebellar_peduncle_L
25452	IDP_dMRI_TBSS_ISOVF_Superior_cerebellar_peduncle_R
25453	IDP_dMRI_TBSS_ISOVF_Superior_cerebellar_peduncle_L
25454	IDP_dMRI_TBSS_ISOVF_Cerebral_peduncle_R
25455	IDP_dMRI_TBSS_ISOVF_Cerebral_peduncle_L
25456	IDP_dMRI_TBSS_ISOVF_Anterior_limb_of_internal_capsule_R
25457	IDP_dMRI_TBSS_ISOVF_Anterior_limb_of_internal_capsule_L
25458	IDP_dMRI_TBSS_ISOVF_Posterior_limb_of_internal_capsule_R
25459	IDP_dMRI_TBSS_ISOVF_Posterior_limb_of_internal_capsule_L
25460	IDP_dMRI_TBSS_ISOVF_Retrolenticular_part_of_internal_capsule_R
25461	IDP_dMRI_TBSS_ISOVF_Retrolenticular_part_of_internal_capsule_L
25462	IDP_dMRI_TBSS_ISOVF_Anterior_corona_radiata_R
25463	IDP_dMRI_TBSS_ISOVF_Anterior_corona_radiata_L
25464	IDP_dMRI_TBSS_ISOVF_Superior_corona_radiata_R
25465	IDP_dMRI_TBSS_ISOVF_Superior_corona_radiata_L
25466	IDP_dMRI_TBSS_ISOVF_Posterior_corona_radiata_R
25467	IDP_dMRI_TBSS_ISOVF_Posterior_corona_radiata_L
25468	IDP_dMRI_TBSS_ISOVF_Posterior_thalamic_radiation_R
25469	IDP_dMRI_TBSS_ISOVF_Posterior_thalamic_radiation_L
25470	IDP_dMRI_TBSS_ISOVF_Sagittal_stratum_R
25471	IDP_dMRI_TBSS_ISOVF_Sagittal_stratum_L
25472	IDP_dMRI_TBSS_ISOVF_External_capsule_R
25473	IDP_dMRI_TBSS_ISOVF_External_capsule_L
25474	IDP_dMRI_TBSS_ISOVF_Cingulum_cingulate_gyrus_R
25475	IDP_dMRI_TBSS_ISOVF_Cingulum_cingulate_gyrus_L
25476	IDP_dMRI_TBSS_ISOVF_Cingulum_hippocampus_R
25477	IDP_dMRI_TBSS_ISOVF_Cingulum_hippocampus_L
25478	IDP_dMRI_TBSS_ISOVF_Fornix_cres+Stria_terminalis_R
25479	IDP_dMRI_TBSS_ISOVF_Fornix_cres+Stria_terminalis_L
25480	IDP_dMRI_TBSS_ISOVF_Superior_longitudinal_fasciculus_R
25481	IDP_dMRI_TBSS_ISOVF_Superior_longitudinal_fasciculus_L
25482	IDP_dMRI_TBSS_ISOVF_Superior_fronto-occipital_fasciculus_R
25483	IDP_dMRI_TBSS_ISOVF_Superior_fronto-occipital_fasciculus_L
25484	IDP_dMRI_TBSS_ISOVF_Uncinate_fasciculus_R
25485	IDP_dMRI_TBSS_ISOVF_Uncinate_fasciculus_L
25486	IDP_dMRI_TBSS_ISOVF_Tapetum_R
25487	IDP_dMRI_TBSS_ISOVF_Tapetum_L
25488	IDP_dMRI_ProbtrackX_FA_ar_l
25489	IDP_dMRI_ProbtrackX_FA_ar_r
25490	IDP_dMRI_ProbtrackX_FA_atr_l
25491	IDP_dMRI_ProbtrackX_FA_atr_r
25492	IDP_dMRI_ProbtrackX_FA_cgc_l
25493	IDP_dMRI_ProbtrackX_FA_cgc_r
25494	IDP_dMRI_ProbtrackX_FA_cgh_l
25495	IDP_dMRI_ProbtrackX_FA_cgh_r
25496	IDP_dMRI_ProbtrackX_FA_cst_l
25497	IDP_dMRI_ProbtrackX_FA_cst_r
25498	IDP_dMRI_ProbtrackX_FA_fma
25499	IDP_dMRI_ProbtrackX_FA_fmi
25500	IDP_dMRI_ProbtrackX_FA_ifo_l
25501	IDP_dMRI_ProbtrackX_FA_ifo_r
25502	IDP_dMRI_ProbtrackX_FA_ilf_l
25503	IDP_dMRI_ProbtrackX_FA_ilf_r
25504	IDP_dMRI_ProbtrackX_FA_mcp
25505	IDP_dMRI_ProbtrackX_FA_ml_l
25506	IDP_dMRI_ProbtrackX_FA_ml_r
25507	IDP_dMRI_ProbtrackX_FA_ptr_l
25508	IDP_dMRI_ProbtrackX_FA_ptr_r
25509	IDP_dMRI_ProbtrackX_FA_slf_l
25510	IDP_dMRI_ProbtrackX_FA_slf_r
25511	IDP_dMRI_ProbtrackX_FA_str_l
25512	IDP_dMRI_ProbtrackX_FA_str_r
25513	IDP_dMRI_ProbtrackX_FA_unc_l
25514	IDP_dMRI_ProbtrackX_FA_unc_r
25515	IDP_dMRI_ProbtrackX_MD_ar_l
25516	IDP_dMRI_ProbtrackX_MD_ar_r
25517	IDP_dMRI_ProbtrackX_MD_atr_l
25518	IDP_dMRI_ProbtrackX_MD_atr_r
25519	IDP_dMRI_ProbtrackX_MD_cgc_l
25520	IDP_dMRI_ProbtrackX_MD_cgc_r
25521	IDP_dMRI_ProbtrackX_MD_cgh_l
25522	IDP_dMRI_ProbtrackX_MD_cgh_r
25523	IDP_dMRI_ProbtrackX_MD_cst_l
25524	IDP_dMRI_ProbtrackX_MD_cst_r
25525	IDP_dMRI_ProbtrackX_MD_fma
25526	IDP_dMRI_ProbtrackX_MD_fmi
25527	IDP_dMRI_ProbtrackX_MD_ifo_l
25528	IDP_dMRI_ProbtrackX_MD_ifo_r
25529	IDP_dMRI_ProbtrackX_MD_ilf_l
25530	IDP_dMRI_ProbtrackX_MD_ilf_r
25531	IDP_dMRI_ProbtrackX_MD_mcp
25532	IDP_dMRI_ProbtrackX_MD_ml_l
25533	IDP_dMRI_ProbtrackX_MD_ml_r
25534	IDP_dMRI_ProbtrackX_MD_ptr_l
25535	IDP_dMRI_ProbtrackX_MD_ptr_r
25536	IDP_dMRI_ProbtrackX_MD_slf_l
25537	IDP_dMRI_ProbtrackX_MD_slf_r
25538	IDP_dMRI_ProbtrackX_MD_str_l
25539	IDP_dMRI_ProbtrackX_MD_str_r
25540	IDP_dMRI_ProbtrackX_MD_unc_l
25541	IDP_dMRI_ProbtrackX_MD_unc_r
25542	IDP_dMRI_ProbtrackX_MO_ar_l
25543	IDP_dMRI_ProbtrackX_MO_ar_r
25544	IDP_dMRI_ProbtrackX_MO_atr_l
25545	IDP_dMRI_ProbtrackX_MO_atr_r
25546	IDP_dMRI_ProbtrackX_MO_cgc_l
25547	IDP_dMRI_ProbtrackX_MO_cgc_r
25548	IDP_dMRI_ProbtrackX_MO_cgh_l
25549	IDP_dMRI_ProbtrackX_MO_cgh_r
25550	IDP_dMRI_ProbtrackX_MO_cst_l
25551	IDP_dMRI_ProbtrackX_MO_cst_r
25552	IDP_dMRI_ProbtrackX_MO_fma
25553	IDP_dMRI_ProbtrackX_MO_fmi
25554	IDP_dMRI_ProbtrackX_MO_ifo_l
25555	IDP_dMRI_ProbtrackX_MO_ifo_r
25556	IDP_dMRI_ProbtrackX_MO_ilf_l
25557	IDP_dMRI_ProbtrackX_MO_ilf_r
25558	IDP_dMRI_ProbtrackX_MO_mcp
25559	IDP_dMRI_ProbtrackX_MO_ml_l
25560	IDP_dMRI_ProbtrackX_MO_ml_r
25561	IDP_dMRI_ProbtrackX_MO_ptr_l
25562	IDP_dMRI_ProbtrackX_MO_ptr_r
25563	IDP_dMRI_ProbtrackX_MO_slf_l
25564	IDP_dMRI_ProbtrackX_MO_slf_r
25565	IDP_dMRI_ProbtrackX_MO_str_l
25566	IDP_dMRI_ProbtrackX_MO_str_r
25567	IDP_dMRI_ProbtrackX_MO_unc_l
25568	IDP_dMRI_ProbtrackX_MO_unc_r
25569	IDP_dMRI_ProbtrackX_L1_ar_l
25570	IDP_dMRI_ProbtrackX_L1_ar_r
25571	IDP_dMRI_ProbtrackX_L1_atr_l
25572	IDP_dMRI_ProbtrackX_L1_atr_r
25573	IDP_dMRI_ProbtrackX_L1_cgc_l
25574	IDP_dMRI_ProbtrackX_L1_cgc_r
25575	IDP_dMRI_ProbtrackX_L1_cgh_l
25576	IDP_dMRI_ProbtrackX_L1_cgh_r
25577	IDP_dMRI_ProbtrackX_L1_cst_l
25578	IDP_dMRI_ProbtrackX_L1_cst_r
25579	IDP_dMRI_ProbtrackX_L1_fma
25580	IDP_dMRI_ProbtrackX_L1_fmi
25581	IDP_dMRI_ProbtrackX_L1_ifo_l
25582	IDP_dMRI_ProbtrackX_L1_ifo_r
25583	IDP_dMRI_ProbtrackX_L1_ilf_l
25584	IDP_dMRI_ProbtrackX_L1_ilf_r
25585	IDP_dMRI_ProbtrackX_L1_mcp
25586	IDP_dMRI_ProbtrackX_L1_ml_l
25587	IDP_dMRI_ProbtrackX_L1_ml_r
25588	IDP_dMRI_ProbtrackX_L1_ptr_l
25589	IDP_dMRI_ProbtrackX_L1_ptr_r
25590	IDP_dMRI_ProbtrackX_L1_slf_l
25591	IDP_dMRI_ProbtrackX_L1_slf_r
25592	IDP_dMRI_ProbtrackX_L1_str_l
25593	IDP_dMRI_ProbtrackX_L1_str_r
25594	IDP_dMRI_ProbtrackX_L1_unc_l
25595	IDP_dMRI_ProbtrackX_L1_unc_r
25596	IDP_dMRI_ProbtrackX_L2_ar_l
25597	IDP_dMRI_ProbtrackX_L2_ar_r
25598	IDP_dMRI_ProbtrackX_L2_atr_l
25599	IDP_dMRI_ProbtrackX_L2_atr_r
25600	IDP_dMRI_ProbtrackX_L2_cgc_l
25601	IDP_dMRI_ProbtrackX_L2_cgc_r
25602	IDP_dMRI_ProbtrackX_L2_cgh_l
25603	IDP_dMRI_ProbtrackX_L2_cgh_r
25604	IDP_dMRI_ProbtrackX_L2_cst_l
25605	IDP_dMRI_ProbtrackX_L2_cst_r
25606	IDP_dMRI_ProbtrackX_L2_fma
25607	IDP_dMRI_ProbtrackX_L2_fmi
25608	IDP_dMRI_ProbtrackX_L2_ifo_l
25609	IDP_dMRI_ProbtrackX_L2_ifo_r
25610	IDP_dMRI_ProbtrackX_L2_ilf_l
25611	IDP_dMRI_ProbtrackX_L2_ilf_r
25612	IDP_dMRI_ProbtrackX_L2_mcp
25613	IDP_dMRI_ProbtrackX_L2_ml_l
25614	IDP_dMRI_ProbtrackX_L2_ml_r
25615	IDP_dMRI_ProbtrackX_L2_ptr_l
25616	IDP_dMRI_ProbtrackX_L2_ptr_r
25617	IDP_dMRI_ProbtrackX_L2_slf_l
25618	IDP_dMRI_ProbtrackX_L2_slf_r
25619	IDP_dMRI_ProbtrackX_L2_str_l
25620	IDP_dMRI_ProbtrackX_L2_str_r
25621	IDP_dMRI_ProbtrackX_L2_unc_l
25622	IDP_dMRI_ProbtrackX_L2_unc_r
25623	IDP_dMRI_ProbtrackX_L3_ar_l
25624	IDP_dMRI_ProbtrackX_L3_ar_r
25625	IDP_dMRI_ProbtrackX_L3_atr_l
25626	IDP_dMRI_ProbtrackX_L3_atr_r
25627	IDP_dMRI_ProbtrackX_L3_cgc_l
25628	IDP_dMRI_ProbtrackX_L3_cgc_r
25629	IDP_dMRI_ProbtrackX_L3_cgh_l
25630	IDP_dMRI_ProbtrackX_L3_cgh_r
25631	IDP_dMRI_ProbtrackX_L3_cst_l
25632	IDP_dMRI_ProbtrackX_L3_cst_r
25633	IDP_dMRI_ProbtrackX_L3_fma
25634	IDP_dMRI_ProbtrackX_L3_fmi
25635	IDP_dMRI_ProbtrackX_L3_ifo_l
25636	IDP_dMRI_ProbtrackX_L3_ifo_r
25637	IDP_dMRI_ProbtrackX_L3_ilf_l
25638	IDP_dMRI_ProbtrackX_L3_ilf_r
25639	IDP_dMRI_ProbtrackX_L3_mcp
25640	IDP_dMRI_ProbtrackX_L3_ml_l
25641	IDP_dMRI_ProbtrackX_L3_ml_r
25642	IDP_dMRI_ProbtrackX_L3_ptr_l
25643	IDP_dMRI_ProbtrackX_L3_ptr_r
25644	IDP_dMRI_ProbtrackX_L3_slf_l
25645	IDP_dMRI_ProbtrackX_L3_slf_r
25646	IDP_dMRI_ProbtrackX_L3_str_l
25647	IDP_dMRI_ProbtrackX_L3_str_r
25648	IDP_dMRI_ProbtrackX_L3_unc_l
25649	IDP_dMRI_ProbtrackX_L3_unc_r
25650	IDP_dMRI_ProbtrackX_ICVF_ar_l
25651	IDP_dMRI_ProbtrackX_ICVF_ar_r
25652	IDP_dMRI_ProbtrackX_ICVF_atr_l
25653	IDP_dMRI_ProbtrackX_ICVF_atr_r
25654	IDP_dMRI_ProbtrackX_ICVF_cgc_l
25655	IDP_dMRI_ProbtrackX_ICVF_cgc_r
25656	IDP_dMRI_ProbtrackX_ICVF_cgh_l
25657	IDP_dMRI_ProbtrackX_ICVF_cgh_r
25658	IDP_dMRI_ProbtrackX_ICVF_cst_l
25659	IDP_dMRI_ProbtrackX_ICVF_cst_r
25660	IDP_dMRI_ProbtrackX_ICVF_fma
25661	IDP_dMRI_ProbtrackX_ICVF_fmi
25662	IDP_dMRI_ProbtrackX_ICVF_ifo_l
25663	IDP_dMRI_ProbtrackX_ICVF_ifo_r
25664	IDP_dMRI_ProbtrackX_ICVF_ilf_l
25665	IDP_dMRI_ProbtrackX_ICVF_ilf_r
25666	IDP_dMRI_ProbtrackX_ICVF_mcp
25667	IDP_dMRI_ProbtrackX_ICVF_ml_l
25668	IDP_dMRI_ProbtrackX_ICVF_ml_r
25669	IDP_dMRI_ProbtrackX_ICVF_ptr_l
25670	IDP_dMRI_ProbtrackX_ICVF_ptr_r
25671	IDP_dMRI_ProbtrackX_ICVF_slf_l
25672	IDP_dMRI_ProbtrackX_ICVF_slf_r
25673	IDP_dMRI_ProbtrackX_ICVF_str_l
25674	IDP_dMRI_ProbtrackX_ICVF_str_r
25675	IDP_dMRI_ProbtrackX_ICVF_unc_l
25676	IDP_dMRI_ProbtrackX_ICVF_unc_r
25677	IDP_dMRI_ProbtrackX_OD_ar_l
25678	IDP_dMRI_ProbtrackX_OD_ar_r
25679	IDP_dMRI_ProbtrackX_OD_atr_l
25680	IDP_dMRI_ProbtrackX_OD_atr_r
25681	IDP_dMRI_ProbtrackX_OD_cgc_l
25682	IDP_dMRI_ProbtrackX_OD_cgc_r
25683	IDP_dMRI_ProbtrackX_OD_cgh_l
25684	IDP_dMRI_ProbtrackX_OD_cgh_r
25685	IDP_dMRI_ProbtrackX_OD_cst_l
25686	IDP_dMRI_ProbtrackX_OD_cst_r
25687	IDP_dMRI_ProbtrackX_OD_fma
25688	IDP_dMRI_ProbtrackX_OD_fmi
25689	IDP_dMRI_ProbtrackX_OD_ifo_l
25690	IDP_dMRI_ProbtrackX_OD_ifo_r
25691	IDP_dMRI_ProbtrackX_OD_ilf_l
25692	IDP_dMRI_ProbtrackX_OD_ilf_r
25693	IDP_dMRI_ProbtrackX_OD_mcp
25694	IDP_dMRI_ProbtrackX_OD_ml_l
25695	IDP_dMRI_ProbtrackX_OD_ml_r
25696	IDP_dMRI_ProbtrackX_OD_ptr_l
25697	IDP_dMRI_ProbtrackX_OD_ptr_r
25698	IDP_dMRI_ProbtrackX_OD_slf_l
25699	IDP_dMRI_ProbtrackX_OD_slf_r
25700	IDP_dMRI_ProbtrackX_OD_str_l
25701	IDP_dMRI_ProbtrackX_OD_str_r
25702	IDP_dMRI_ProbtrackX_OD_unc_l
25703	IDP_dMRI_ProbtrackX_OD_unc_r
25704	IDP_dMRI_ProbtrackX_ISOVF_ar_l
25705	IDP_dMRI_ProbtrackX_ISOVF_ar_r
25706	IDP_dMRI_ProbtrackX_ISOVF_atr_l
25707	IDP_dMRI_ProbtrackX_ISOVF_atr_r
25708	IDP_dMRI_ProbtrackX_ISOVF_cgc_l
25709	IDP_dMRI_ProbtrackX_ISOVF_cgc_r
25710	IDP_dMRI_ProbtrackX_ISOVF_cgh_l
25711	IDP_dMRI_ProbtrackX_ISOVF_cgh_r
25712	IDP_dMRI_ProbtrackX_ISOVF_cst_l
25713	IDP_dMRI_ProbtrackX_ISOVF_cst_r
25714	IDP_dMRI_ProbtrackX_ISOVF_fma
25715	IDP_dMRI_ProbtrackX_ISOVF_fmi
25716	IDP_dMRI_ProbtrackX_ISOVF_ifo_l
25717	IDP_dMRI_ProbtrackX_ISOVF_ifo_r
25718	IDP_dMRI_ProbtrackX_ISOVF_ilf_l
25719	IDP_dMRI_ProbtrackX_ISOVF_ilf_r
25720	IDP_dMRI_ProbtrackX_ISOVF_mcp
25721	IDP_dMRI_ProbtrackX_ISOVF_ml_l
25722	IDP_dMRI_ProbtrackX_ISOVF_ml_r
25723	IDP_dMRI_ProbtrackX_ISOVF_ptr_l
25724	IDP_dMRI_ProbtrackX_ISOVF_ptr_r
25725	IDP_dMRI_ProbtrackX_ISOVF_slf_l
25726	IDP_dMRI_ProbtrackX_ISOVF_slf_r
25727	IDP_dMRI_ProbtrackX_ISOVF_str_l
25728	IDP_dMRI_ProbtrackX_ISOVF_str_r
25729	IDP_dMRI_ProbtrackX_ISOVF_unc_l
25730	IDP_dMRI_ProbtrackX_ISOVF_unc_r
25782	IDP_T1_FAST_ROIs_L_frontal_pole
25783	IDP_T1_FAST_ROIs_R_frontal_pole
25784	IDP_T1_FAST_ROIs_L_insular_cortex
25785	IDP_T1_FAST_ROIs_R_insular_cortex
25786	IDP_T1_FAST_ROIs_L_sup_front_gyrus
25787	IDP_T1_FAST_ROIs_R_sup_front_gyrus
25788	IDP_T1_FAST_ROIs_L_mid_front_gyrus
25789	IDP_T1_FAST_ROIs_R_mid_front_gyrus
25790	IDP_T1_FAST_ROIs_L_inf_front_gyrus_parstri
25791	IDP_T1_FAST_ROIs_R_inf_front_gyrus_parstri
25792	IDP_T1_FAST_ROIs_L_inf_front_gyrus_parsop
25793	IDP_T1_FAST_ROIs_R_inf_front_gyrus_parsop
25794	IDP_T1_FAST_ROIs_L_precentral_gyrus
25795	IDP_T1_FAST_ROIs_R_precentral_gyrus
25796	IDP_T1_FAST_ROIs_L_temporal_pole
25797	IDP_T1_FAST_ROIs_R_temporal_pole
25798	IDP_T1_FAST_ROIs_L_sup_temp_gyrus_ant
25799	IDP_T1_FAST_ROIs_R_sup_temp_gyrus_ant
25800	IDP_T1_FAST_ROIs_L_sup_temp_gyrus_post
25801	IDP_T1_FAST_ROIs_R_sup_temp_gyrus_post
25802	IDP_T1_FAST_ROIs_L_mid_temp_gyrus_ant
25803	IDP_T1_FAST_ROIs_R_mid_temp_gyrus_ant
25804	IDP_T1_FAST_ROIs_L_mid_temp_gyrus_post
25805	IDP_T1_FAST_ROIs_R_mid_temp_gyrus_post
25806	IDP_T1_FAST_ROIs_L_mid_temp_gyrus_tempocc
25807	IDP_T1_FAST_ROIs_R_mid_temp_gyrus_tempocc
25808	IDP_T1_FAST_ROIs_L_inf_temp_gyrus_ant
25809	IDP_T1_FAST_ROIs_R_inf_temp_gyrus_ant
25810	IDP_T1_FAST_ROIs_L_inf_temp_gyrus_post
25811	IDP_T1_FAST_ROIs_R_inf_temp_gyrus_post
25812	IDP_T1_FAST_ROIs_L_inf_temp_gyrus_tempocc
25813	IDP_T1_FAST_ROIs_R_inf_temp_gyrus_tempocc
25814	IDP_T1_FAST_ROIs_L_postcent_gyrus
25815	IDP_T1_FAST_ROIs_R_postcent_gyrus
25816	IDP_T1_FAST_ROIs_L_sup_parietal_lobule
25817	IDP_T1_FAST_ROIs_R_sup_parietal_lobule
25818	IDP_T1_FAST_ROIs_L_supramarg_gyrus_ant
25819	IDP_T1_FAST_ROIs_R_supramarg_gyrus_ant
25820	IDP_T1_FAST_ROIs_L_supramarg_gyrus_post
25821	IDP_T1_FAST_ROIs_R_supramarg_gyrus_post
25822	IDP_T1_FAST_ROIs_L_angular_gyrus
25823	IDP_T1_FAST_ROIs_R_angular_gyrus
25824	IDP_T1_FAST_ROIs_L_latocc_cortex_sup
25825	IDP_T1_FAST_ROIs_R_latocc_cortex_sup
25826	IDP_T1_FAST_ROIs_L_latocc_cortex_inf
25827	IDP_T1_FAST_ROIs_R_latocc_cortex_inf
25828	IDP_T1_FAST_ROIs_L_intracalc_cortex
25829	IDP_T1_FAST_ROIs_R_intracalc_cortex
25830	IDP_T1_FAST_ROIs_L_front_med_cortex
25831	IDP_T1_FAST_ROIs_R_front_med_cortex
25832	IDP_T1_FAST_ROIs_L_juxtapos_lobule_cortex
25833	IDP_T1_FAST_ROIs_R_juxtapos_lobule_cortex
25834	IDP_T1_FAST_ROIs_L_subcallosal_cortex
25835	IDP_T1_FAST_ROIs_R_subcallosal_cortex
25836	IDP_T1_FAST_ROIs_L_paracing_gyrus
25837	IDP_T1_FAST_ROIs_R_paracing_gyrus
25838	IDP_T1_FAST_ROIs_L_cing_gyrus_ant
25839	IDP_T1_FAST_ROIs_R_cing_gyrus_ant
25840	IDP_T1_FAST_ROIs_L_cing_gyrus_post
25841	IDP_T1_FAST_ROIs_R_cing_gyrus_post
25842	IDP_T1_FAST_ROIs_L_precun_cortex
25843	IDP_T1_FAST_ROIs_R_precun_cortex
25844	IDP_T1_FAST_ROIs_L_cuneal_cortex
25845	IDP_T1_FAST_ROIs_R_cuneal_cortex
25846	IDP_T1_FAST_ROIs_L_front_orb_cortex
25847	IDP_T1_FAST_ROIs_R_front_orb_cortex
25848	IDP_T1_FAST_ROIs_L_parahipp_gyrus_ant
25849	IDP_T1_FAST_ROIs_R_parahipp_gyrus_ant
25850	IDP_T1_FAST_ROIs_L_parahipp_gyrus_post
25851	IDP_T1_FAST_ROIs_R_parahipp_gyrus_post
25852	IDP_T1_FAST_ROIs_L_lingual_gyrus
25853	IDP_T1_FAST_ROIs_R_lingual_gyrus
25854	IDP_T1_FAST_ROIs_L_temp_fusif_cortex_ant
25855	IDP_T1_FAST_ROIs_R_temp_fusif_cortex_ant
25856	IDP_T1_FAST_ROIs_L_temp_fusif_cortex_post
25857	IDP_T1_FAST_ROIs_R_temp_fusif_cortex_post
25858	IDP_T1_FAST_ROIs_L_temp_occ_fusif_cortex
25859	IDP_T1_FAST_ROIs_R_temp_occ_fusif_cortex
25860	IDP_T1_FAST_ROIs_L_occ_fusif_gyrus
25861	IDP_T1_FAST_ROIs_R_occ_fusif_gyrus
25862	IDP_T1_FAST_ROIs_L_front_operc_cortex
25863	IDP_T1_FAST_ROIs_R_front_operc_cortex
25864	IDP_T1_FAST_ROIs_L_cent_operc_cortex
25865	IDP_T1_FAST_ROIs_R_cent_operc_cortex
25866	IDP_T1_FAST_ROIs_L_parietal_operc_cortex
25867	IDP_T1_FAST_ROIs_R_parietal_operc_cortex
25868	IDP_T1_FAST_ROIs_L_planum_polare
25869	IDP_T1_FAST_ROIs_R_planum_polare
25870	IDP_T1_FAST_ROIs_L_heschl_gyrus
25871	IDP_T1_FAST_ROIs_R_heschl_gyrus
25872	IDP_T1_FAST_ROIs_L_planum_temporale
25873	IDP_T1_FAST_ROIs_R_planum_temporale
25874	IDP_T1_FAST_ROIs_L_supracalc_cortex
25875	IDP_T1_FAST_ROIs_R_supracalc_cortex
25876	IDP_T1_FAST_ROIs_L_occ_pole
25877	IDP_T1_FAST_ROIs_R_occ_pole
25878	IDP_T1_FAST_ROIs_L_thalamus
25879	IDP_T1_FAST_ROIs_R_thalamus
25880	IDP_T1_FAST_ROIs_L_caudate
25881	IDP_T1_FAST_ROIs_R_caudate
25882	IDP_T1_FAST_ROIs_L_putamen
25883	IDP_T1_FAST_ROIs_R_putamen
25884	IDP_T1_FAST_ROIs_L_pallidum
25885	IDP_T1_FAST_ROIs_R_pallidum
25886	IDP_T1_FAST_ROIs_L_hippocampus
25887	IDP_T1_FAST_ROIs_R_hippocampus
25888	IDP_T1_FAST_ROIs_L_amygdala
25889	IDP_T1_FAST_ROIs_R_amygdala
25890	IDP_T1_FAST_ROIs_L_ventral_striatum
25891	IDP_T1_FAST_ROIs_R_ventral_striatum
25892	IDP_T1_FAST_ROIs_brain_stem
25893	IDP_T1_FAST_ROIs_L_cerebellum_I-IV
25894	IDP_T1_FAST_ROIs_R_cerebellum_I-IV
25895	IDP_T1_FAST_ROIs_L_cerebellum_V
25896	IDP_T1_FAST_ROIs_R_cerebellum_V
25897	IDP_T1_FAST_ROIs_L_cerebellum_VI
25898	IDP_T1_FAST_ROIs_V_cerebellum_VI
25899	IDP_T1_FAST_ROIs_R_cerebellum_VI
25900	IDP_T1_FAST_ROIs_L_cerebellum_crus_I
25901	IDP_T1_FAST_ROIs_V_cerebellum_crus_I
25902	IDP_T1_FAST_ROIs_R_cerebellum_crus_I
25903	IDP_T1_FAST_ROIs_L_cerebellum_crus_II
25904	IDP_T1_FAST_ROIs_V_cerebellum_crus_II
25905	IDP_T1_FAST_ROIs_R_cerebellum_crus_II
25906	IDP_T1_FAST_ROIs_L_cerebellum_VIIb
25907	IDP_T1_FAST_ROIs_V_cerebellum_VIIb
25908	IDP_T1_FAST_ROIs_R_cerebellum_VIIb
25909	IDP_T1_FAST_ROIs_L_cerebellum_VIIIa
25910	IDP_T1_FAST_ROIs_V_cerebellum_VIIIa
25911	IDP_T1_FAST_ROIs_R_cerebellum_VIIIa
25912	IDP_T1_FAST_ROIs_L_cerebellum_VIIIb
25913	IDP_T1_FAST_ROIs_V_cerebellum_VIIIb
25914	IDP_T1_FAST_ROIs_R_cerebellum_VIIIb
25915	IDP_T1_FAST_ROIs_L_cerebellum_IX
25916	IDP_T1_FAST_ROIs_V_cerebellum_IX
25917	IDP_T1_FAST_ROIs_R_cerebellum_IX
25918	IDP_T1_FAST_ROIs_L_cerebellum_X
25919	IDP_T1_FAST_ROIs_V_cerebellum_X
25920	IDP_T1_FAST_ROIs_R_cerebellum_X
